,feature,tfidf,mi_value,df_dep,df_nonDep,cpd,ig_value
1761,lot,0.0,0.055802258336087714,33,4,0.7837837837837838,0.08050564137187766
1762,lots,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1763,loud,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1764,loudly,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1765,love,0.0,0.051764498653075815,5,27,0.6875,0.07468038550089573
1766,loved,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1767,lovely,0.0,0.006440377805464893,0,4,1.0,0.009291501121394652
1768,lover,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1769,loves,0.0,0.006073047396477765,2,2,0.0,0.008761555361981754
1770,loving,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1771,low,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1772,lower,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1773,lowest,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1774,lows,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1775,luckily,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1776,lucky,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1777,luigi,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1778,lunch,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1779,lying,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1780,mac,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1781,macho,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1782,mad,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1783,made,0.0,0.05609412651784922,19,18,0.02702702702702703,0.08092671815029817
1784,maed,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1785,mail,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1786,main,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1787,mainly,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1788,maintained,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1789,majesty,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1790,major,0.0,0.023637712568216382,14,2,0.75,0.034102010700123864
1791,majority,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1792,make,0.0,0.049453054008422224,22,11,0.3333333333333333,0.07134567577476436
1793,makeover,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1794,makes,0.0,0.04394778518467606,15,14,0.034482758620689655,0.06340325174398453
1795,making,0.0,0.02084108947520611,10,4,0.42857142857142855,0.030067336432602065
1796,male,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
1797,mall,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1798,malnourished,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1799,malnutrition,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1800,mama,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1801,man,0.0,0.01577065701134497,2,8,0.6,0.022752248661828123
1802,manage,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1803,managed,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
1804,managing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1805,manic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1806,manipulative,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1807,manner,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1808,mantra,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1809,many,0.0,0.0298454310407352,14,6,0.4,0.0430578553556612
1810,march,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1811,marked,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1812,marker,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1813,marks,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1814,marriad,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1815,marriage,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1816,marriages,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1817,married,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1818,marry,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1819,masochist,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1820,massive,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1821,masterpieces,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1822,masters,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1823,mastiff,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1824,matches,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1825,mate,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1826,mater,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1827,material,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1828,mates,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1829,math,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1830,matience,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1831,matter,0.0,0.016472911385715897,7,4,0.2727272727272727,0.023765387565174878
1832,matters,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1833,may,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1834,maybe,0.0,0.013202791058922381,8,1,0.7777777777777778,0.019047601186599206
1835,mba,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1836,meal,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1837,mean,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
1838,meaning,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1839,meaningless,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1840,means,0.0,0.007676088074605134,2,3,0.2,0.011074254198659483
1841,meant,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1842,meantime,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1843,meanwhile,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1844,meas,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1845,meat,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1846,mechanism,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1847,media,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1848,medical,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1849,medicate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1850,medication,0.0,0.016080335720380257,11,0,1.0,0.02319902059962109
1851,mediocre,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1852,meditation,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1853,meds,0.0,0.01757022127274272,12,0,1.0,0.025348471097506597
1854,meet,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1855,meeting,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1856,mei,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1857,melt,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1858,melting,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1859,members,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1860,memes,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1861,memories,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1862,memory,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
1863,men,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1864,mental,0.0,0.02976530537948962,15,5,0.5,0.042942258461534544
1865,mentally,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1866,mention,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1867,mentioned,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1868,mentions,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1869,meows,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1870,mess,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
1871,messaged,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1872,messages,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1873,messed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1874,messing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1875,messy,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1876,met,0.0,0.007676088074605134,2,3,0.2,0.011074254198659483
1877,meth,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1878,mf,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1879,mg,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1880,mid,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1881,middle,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1882,might,0.0,0.01358388218064877,5,4,0.1111111111111111,0.019597399458040732
1883,migraine,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1884,migraines,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1885,mild,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1886,milder,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1887,mildmoderate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1888,miles,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1889,milestone,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1890,military,0.0,0.006247034688436352,1,3,0.5,0.009012565965267672
1891,million,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1892,mind,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
1893,minded,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1894,mindfulness,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1895,mindset,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1896,mine,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1897,mini,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1898,ministers,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1899,minnesota,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1900,mins,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1901,mints,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1902,minute,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
1903,minutes,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1904,mirror,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1905,mirth,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1906,misdiagnosed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1907,miserable,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1908,miss,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1909,missed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1910,mistakes,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1911,misunderstood,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1912,mitigate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1913,miyuleft,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1914,mo,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1915,model,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1916,moderate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1917,moderately,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1918,mom,0.0,0.021098017266319696,8,6,0.14285714285714285,0.030438004882708425
1919,moment,0.0,0.015026108074736599,6,4,0.2,0.021678091603283933
1920,moments,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1921,moms,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1922,monday,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1923,mondaythursday,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1924,money,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1925,month,0.0,0.016472911385715897,7,4,0.2727272727272727,0.023765387565174878
1926,months,0.19923857602731496,0.054120874901367216,22,14,0.2222222222222222,0.07807991782877366
1927,mood,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
1928,moon,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1929,morning,0.0,0.013310268294418502,7,2,0.5555555555555556,0.01920265806125787
1930,mornings,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1931,morons,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1932,morphed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1933,mostly,0.0,0.011736694262543885,7,1,0.75,0.01693247060900127
1934,mother,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1935,motivate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1936,motivated,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1937,motivation,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1938,mouth,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1939,move,0.0,0.01199018674113236,5,3,0.25,0.017298182950763685
1940,moved,0.0,0.006247034688436352,1,3,0.5,0.009012565965267672
1941,movie,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1942,movies,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1943,moving,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1944,mph,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1945,mr,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1946,much,0.0,0.08431323734173421,39,17,0.39285714285714285,0.12163828939421384
1947,mug,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1948,multiple,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
1949,mum,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1950,mums,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1951,murs,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1952,music,0.0,0.010547634895469468,4,3,0.14285714285714285,0.015217020556800631
1953,muso,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1954,must,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1955,muttering,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1956,nailing,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1957,name,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1958,named,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1959,names,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1960,narcissists,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1961,narcolepsy,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1962,natural,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1963,naturally,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1964,nature,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1965,natures,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1966,nauseous,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1967,near,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1968,nearly,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1969,necessarily,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1970,need,0.0,0.04042260667330096,26,1,0.9259259259259259,0.058317494187375085
1971,needed,0.0,0.015182823794030673,5,5,0.0,0.021904184594339182
1972,needs,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
1973,negative,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1974,negativity,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
1975,neglect,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1976,neighbor,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1977,neither,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1978,nephews,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1979,nerve,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1980,nervous,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1981,netflix,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1982,never,0.0,0.061588708118696676,26,15,0.2682926829268293,0.08885372377760048
1983,new,0.0,0.03783616142802134,6,18,0.5,0.054586042458479644
1984,news,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1985,next,0.0,0.027170017179104847,10,8,0.1111111111111111,0.039198049045161776
1986,nice,0.0,0.014141039365815887,2,7,0.5555555555555556,0.020401207366076868
1987,nicely,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1988,niece,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1989,nieces,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1990,night,0.0,0.02545053216828036,11,6,0.29411764705882354,0.036717356547161795
1991,nightmare,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1992,nightmares,0.0,0.011639208768652973,8,0,1.0,0.01679182877040608
1993,nights,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1994,nintendo,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1995,noble,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1996,nobody,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
1997,noises,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1998,non,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1999,none,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
2000,nonsensical,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2001,noose,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2002,nope,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2003,normal,0.0,0.023637712568216382,14,2,0.75,0.034102010700123864
2004,normally,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
2005,nose,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
2006,note,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
2007,notebook,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2008,notebooks,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2009,notes,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2010,nothing,0.0,0.028125888198796606,18,1,0.8947368421052632,0.04057707942500066
2011,noticeable,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2012,noticed,0.0,0.011736694262543885,7,1,0.75,0.01693247060900127
2013,notifies,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2014,nowhere,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2015,nugget,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2016,numb,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
2017,number,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2018,numbers,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2019,numetal,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2020,nurse,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2021,nutritionist,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2022,obese,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2023,objectively,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2024,observations,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2025,obsessed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2026,obvious,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2027,occasionally,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2028,occurrence,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2029,october,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2030,oddly,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2031,offer,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
2032,offered,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2033,office,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
2034,officers,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2035,offices,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2036,official,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2037,officially,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
2038,often,0.0,0.013202791058922381,8,1,0.7777777777777778,0.019047601186599206
2039,oftentimes,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2040,ofwell,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2041,oh,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
2042,ok,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2043,okay,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
2044,old,0.0,0.0298454310407352,14,6,0.4,0.0430578553556612
2045,older,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2046,olly,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2047,one,0.0,0.06910164941861029,33,13,0.43478260869565216,0.09969260693347715
2048,ones,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
2049,online,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2050,onstage,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
2051,onto,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2052,open,0.0,0.008954287188681836,4,2,0.3333333333333333,0.012918305721806855
2053,opens,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2054,opposite,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2055,optimism,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2056,option,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2057,options,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2058,order,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2059,ordered,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
2060,organized,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2061,organs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2062,original,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2063,orphan,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2064,orphans,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2065,others,0.0,0.011639208768652973,8,0,1.0,0.01679182877040608
2066,ounce,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2067,outalmost,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2068,outer,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2069,outgoing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2070,outings,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2071,outpatient,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2072,outside,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
2073,overall,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2074,overboard,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2075,overcame,0.3416035169547088,0.0032097319616439975,0,2,1.0,0.004630664383645566
2076,overcome,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2077,overdose,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2078,overheard,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2079,overjoyed,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2080,overlap,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2081,overly,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
2082,overnights,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2083,overpowered,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2084,overridden,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2085,overtaking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2086,overtime,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2087,overwhelmed,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
2088,overwhelming,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
2089,owners,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2090,ownership,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2091,pack,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
2092,package,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2093,packages,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2094,page,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2095,paid,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
2096,pain,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
2097,painfully,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2098,pains,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2099,paint,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2100,panic,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
2101,panicked,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2102,panther,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2103,pants,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2104,paper,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2105,paralyzed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2106,paranoia,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2107,paranoid,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
2108,parental,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2109,parents,0.0,0.028135879940401794,17,2,0.7894736842105263,0.04059149446106425
2110,pariah,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2111,part,0.0,0.019183203054171614,11,2,0.6923076923076923,0.027675511914618367
2112,particular,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2113,particularly,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
2114,partner,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
2115,partners,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2116,parts,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
2117,party,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
2118,pass,0.0,0.006073047396477765,2,2,0.0,0.008761555361981754
2119,passed,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2120,passing,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
2121,passionate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2122,past,0.0,0.037266811320235946,19,6,0.52,0.05376464388144908
2123,pat,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2124,patch,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2125,patches,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2126,path,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
2127,pathetic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2128,patients,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
2129,patriotic,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
