,feature,tfidf,mi_value,df_dep,df_nonDep,cpd
3030,team,0.0,0.004475213862199281,2,1,0.3333333333333333
3032,tears,0.0,0.004639163578554617,1,2,0.3333333333333333
3038,teeth,0.0,0.007676088074605134,2,3,0.2
3039,tell,0.0,0.013310268294418502,7,2,0.5555555555555556
3040,telling,0.0,0.015026108074736599,6,4,0.2
3051,terms,0.0,0.004639163578554617,1,2,0.3333333333333333
3055,test,0.0,0.007511412231205749,3,2,0.2
3062,than,0.0,0.041779039461948456,22,6,0.5714285714285714
3063,thank,0.0,0.010713043329591993,3,4,0.14285714285714285
3066,thanks,0.0,0.0092843714662038,2,4,0.3333333333333333
3067,that,0.094731275204714,0.27349197756237825,125,46,0.4619883040935672
3068,thats,0.0,0.004475213862199281,2,1,0.3333333333333333
3069,the,0.06907466607323806,0.4580184853083473,178,115,0.2150170648464164
3071,their,0.0,0.022217383649973672,12,3,0.6
3081,these,0.0,0.03613664388031279,14,10,0.16666666666666666
3088,thin,0.0,0.008954287188681836,4,2,0.3333333333333333
3089,thing,0.0,0.031319964731399065,15,6,0.42857142857142855
3090,things,0.0,0.05243510596424974,28,7,0.6
3092,thinking,0.0,0.016345312742577986,8,3,0.45454545454545453
3094,this,0.0,0.2832025808882097,112,74,0.20430107526881722
3097,though,0.0,0.014888995558983466,7,3,0.4
3103,three,0.0,0.010547634895469468,4,3,0.14285714285714285
3106,through,0.0,0.038806486086476105,19,7,0.46153846153846156
3107,throughout,0.0,0.004475213862199281,2,1,0.3333333333333333
3121,time,0.1420454182208686,0.09490659030377402,38,25,0.20634920634920634
3128,to,0.0,0.5152641907374125,201,112,0.28434504792332266
3129,today,0.15107123932605038,0.08149151345944677,17,35,0.34615384615384615
3131,together,0.0,0.01358388218064877,5,4,0.1111111111111111
3138,tomorrow,0.0,0.008954287188681836,4,2,0.3333333333333333
3141,tonight,0.0,0.0092843714662038,2,4,0.3333333333333333
3143,too,0.0,0.04786659207298694,23,9,0.4375
3144,took,0.0,0.016472911385715897,7,4,0.2727272727272727
3154,towards,0.0,0.007511412231205749,3,2,0.2
3155,town,0.0,0.007366125204724907,4,1,0.6
3171,treatment,0.0,0.013437296978133147,6,3,0.3333333333333333
3180,trouble,0.0,0.005918409128681631,3,1,0.5
3181,true,0.0,0.007860159198602208,1,4,0.6
3182,truly,0.0,0.005918409128681631,3,1,0.5
3186,try,0.0,0.022306507678512152,11,4,0.4666666666666667
3188,trying,0.0,0.03273896873850229,17,5,0.5454545454545454
3193,turn,0.0,0.01199018674113236,5,3,0.25
3202,two,0.0,0.03589800435248442,7,16,0.391304347826087
3215,uncomfortable,0.0,0.004475213862199281,2,1,0.3333333333333333
3219,under,0.0,0.01199018674113236,5,3,0.25
3252,until,0.0,0.032799336364612595,16,6,0.45454545454545453
3257,up,0.0,0.12006804220056383,57,22,0.4430379746835443
3268,us,0.0,0.01358388218064877,5,4,0.1111111111111111
3274,using,0.0,0.007366125204724907,4,1,0.6
3295,very,0.0,0.05265291093948029,21,14,0.2
3303,video,0.0,0.007366125204724907,4,1,0.6
3318,voice,0.0,0.005918409128681631,3,1,0.5
3326,wait,0.0,0.007676088074605134,2,3,0.2
3327,waiting,0.0,0.005918409128681631,3,1,0.5
3328,wake,0.0,0.006247034688436352,1,3,0.5
3330,waking,0.0,0.004475213862199281,2,1,0.3333333333333333
3331,walk,0.0,0.005918409128681631,3,1,0.5
3333,walking,0.0,0.008954287188681836,4,2,0.3333333333333333
3337,wanna,0.0,0.005918409128681631,3,1,0.5
3339,wanted,0.0,0.036824298700132,10,14,0.16666666666666666
3340,wanting,0.0,0.010547634895469468,4,3,0.14285714285714285
3342,ward,0.0,0.007366125204724907,4,1,0.6
3347,was,0.0,0.21711821169234136,104,33,0.5182481751824818
3357,watching,0.0,0.010547634895469468,4,3,0.14285714285714285
3362,way,0.0,0.04330344776072697,22,7,0.5172413793103449
3363,we,0.0,0.06859243683096662,15,29,0.3181818181818182
3366,wearing,0.0,0.004475213862199281,2,1,0.3333333333333333
3367,wedding,0.0,0.006247034688436352,1,3,0.5
3369,weekend,0.0,0.004639163578554617,1,2,0.3333333333333333
3372,weeks,0.0,0.02976530537948962,15,5,0.5
3382,well,0.0,0.04936015631223038,25,8,0.5151515151515151
3384,went,0.0,0.04035135705672372,19,8,0.4074074074074074
3385,were,0.0,0.03444493916552064,15,8,0.30434782608695654
3390,whatever,0.0,0.004639163578554617,1,2,0.3333333333333333
3395,when,0.0,0.1227640714132701,62,18,0.55
3398,where,0.0,0.03423315770195068,18,5,0.5652173913043478
3400,which,0.0,0.04329322256553505,23,6,0.5862068965517241
3401,while,0.1816095872149104,0.04035135705672372,19,8,0.4074074074074074
3405,who,0.0,0.05090016849520068,24,10,0.4117647058823529
3406,whole,0.0,0.017924322323479035,8,4,0.3333333333333333
3412,wife,0.0,0.007860159198602208,1,4,0.6
3415,will,0.0,0.10004210677317568,49,17,0.48484848484848486
3424,wish,0.0,0.004475213862199281,2,1,0.3333333333333333
3425,with,0.0,0.25975480279108787,117,48,0.41818181818181815
3428,without,0.0,0.016345312742577986,8,3,0.45454545454545453
3430,woman,0.0,0.007676088074605134,2,3,0.2
3432,won,0.0,0.004639163578554617,1,2,0.3333333333333333
3439,words,0.0,0.004475213862199281,2,1,0.3333333333333333
3440,work,0.0,0.041840248841867,20,8,0.42857142857142855
3443,working,0.0,0.013437296978133147,6,3,0.3333333333333333
3446,world,0.0,0.016973598179591265,4,7,0.2727272727272727
3452,worth,0.0,0.011853685370655224,6,2,0.5
3461,write,0.0,0.005918409128681631,3,1,0.5
3462,writing,0.0,0.004475213862199281,2,1,0.3333333333333333
3464,wrote,0.0,0.005918409128681631,3,1,0.5
3473,year,0.0,0.09496213106479884,43,20,0.36507936507936506
3474,years,0.0,0.07544188032909031,20,29,0.1836734693877551
3478,yesterday,0.0,0.018062051483395403,7,5,0.16666666666666666
3480,yet,0.0,0.01199018674113236,5,3,0.25
3481,you,0.0,0.09272416714996842,30,31,0.01639344262295082
3483,young,0.0,0.007366125204724907,4,1,0.6
3484,your,0.0,0.03180190192151476,11,10,0.047619047619047616
