,feature,tfidf,mi_value,df_dep,df_nonDep,cpd,ig_value
828,different,0.0,0.017924322323479035,8,4,0.3333333333333333,0.025859330927377355
829,differentiating,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
830,difficult,0.0,0.006073047396477765,2,2,0.0,0.008761555361981754
831,dig,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
832,dinner,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
833,direction,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
834,disabilities,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
835,disabled,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
836,disappeared,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
837,disappointed,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
838,disappointment,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
839,disassociate,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
840,disassociating,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
841,disc,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
842,disconcerting,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
843,disconnected,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
844,discovered,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
845,discuss,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
846,disgusted,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
847,dishes,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
848,disorder,0.0,0.023598016467192014,15,1,0.875,0.03404474133203328
849,disordered,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
850,disorganisation,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
851,disorganized,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
852,disoriented,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
853,dissociate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
854,dissociation,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
855,dissolvable,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
856,distract,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
857,distracted,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
858,district,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
859,divorce,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
860,divorcing,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
861,dizzy,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
862,do,0.0,0.20298154797094417,106,17,0.7235772357723578,0.29284047264964685
863,doctor,0.0,0.011639208768652973,8,0,1.0,0.01679182877040608
864,doctors,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
865,does,0.0,0.038765868906666355,23,3,0.7692307692307693,0.055927326827399426
866,doesbut,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
867,doesnt,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
868,dog,0.0,0.02021863482813254,4,9,0.38461538461538464,0.029169324200091107
869,dogs,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
870,doing,0.0,0.04345683462097796,19,10,0.3103448275862069,0.06269495980041595
871,donate,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
872,donated,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
873,donator,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
874,done,0.0,0.016149028860502547,10,1,0.8181818181818182,0.023298123852219077
875,dont,0.0,0.03573229650436961,19,5,0.5833333333333334,0.05155080696642744
876,doom,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
877,door,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
878,dopractice,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
879,dosage,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
880,dose,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
881,double,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
882,doubling,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
883,doubt,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
884,doughnuts,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
885,down,0.0,0.049453054008422224,22,11,0.3333333333333333,0.07134567577476436
886,downs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
887,downstairs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
888,dozed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
889,dozen,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
890,dragging,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
891,drained,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
892,draining,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
893,drama,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
894,dramatic,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
895,draw,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
896,drawing,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
897,dread,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
898,dream,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
899,dreamed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
900,dreaming,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
901,dreams,0.0,0.01199018674113236,5,3,0.25,0.017298182950763685
902,dreamt,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
903,dress,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
904,drew,0.0,0.006440377805464893,0,4,1.0,0.009291501121394652
905,drinking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
906,drive,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
907,driveway,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
908,driving,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
909,drop,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
910,dropped,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
911,dropping,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
912,drove,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
913,drown,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
914,drowning,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
915,drug,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
916,drugs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
917,due,0.0,0.016345312742577986,8,3,0.45454545454545453,0.023581301635495655
918,dug,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
919,dull,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
920,duloxetine,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
921,dumb,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
922,dumbest,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
923,dumped,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
924,dumping,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
925,dunno,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
926,during,0.0,0.01535914900508752,4,6,0.2,0.022158568101914633
927,dying,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
928,dyslexia,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
929,each,0.0,0.013202791058922381,8,1,0.7777777777777778,0.019047601186599206
930,eagles,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
931,earlier,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
932,early,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
933,earned,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
934,earning,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
935,ears,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
936,earth,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
937,ease,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
938,easily,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
939,easy,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
940,eat,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
941,eaten,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
942,eating,0.0,0.014888995558983466,7,3,0.4,0.021480280056762724
943,economy,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
944,ect,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
945,ed,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
946,edge,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
947,edit,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
948,editor,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
949,edits,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
950,education,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
951,effect,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
952,effects,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
953,effexor,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
954,efforts,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
955,eight,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
956,either,0.0,0.011639208768652973,8,0,1.0,0.01679182877040608
957,elated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
958,elbows,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
959,eldest,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
960,election,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
961,electrical,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
962,electrician,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
963,elementary,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
964,else,0.0,0.04827855317220191,31,1,0.9375,0.0696512292428294
965,email,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
966,emailed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
967,emails,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
968,emdr,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
969,emo,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
970,emotional,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
971,emotionally,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
972,emotions,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
973,empty,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
974,ems,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
975,encounters,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
976,encouraging,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
977,end,0.0,0.01199018674113236,5,3,0.25,0.017298182950763685
978,ended,0.0,0.010547634895469468,4,3,0.14285714285714285,0.015217020556800631
979,ending,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
980,endofyear,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
981,energetic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
982,energy,0.0,0.011736694262543885,7,1,0.75,0.01693247060900127
983,engaged,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
984,engagement,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
985,engineering,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
986,englishcreative,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
987,enjoy,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
988,enjoying,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
989,enough,0.0,0.029705214071195495,16,4,0.6,0.04285556502905774
990,entire,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
991,entirely,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
992,entryway,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
993,environment,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
994,episode,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
995,episodes,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
996,equated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
997,er,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
998,escape,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
999,escaping,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1000,especially,0.0,0.01623735334965299,9,2,0.6363636363636364,0.023425549154705516
1001,estatic,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1002,esteem,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1003,et,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1004,etc,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
1005,euphoric,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1006,evacuation,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1007,evaluated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1008,evaluation,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1009,even,0.0,0.08319218071569053,49,5,0.8148148148148148,0.12002094655926532
1010,evenings,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1011,event,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1012,events,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1013,eventually,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
1014,ever,0.0,0.04936015631223038,25,8,0.5151515151515151,0.07121165272915819
1015,every,0.0,0.04936015631223038,25,8,0.5151515151515151,0.07121165272915819
1016,everyday,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1017,everyone,0.0,0.015182823794030673,5,5,0.0,0.021904184594339182
1018,everything,0.0,0.04030046667575957,20,7,0.48148148148148145,0.05814128341862779
1019,everythings,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1020,evidenced,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1021,ex,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
1022,exacerbating,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1023,exact,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1024,exactly,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
1025,exam,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1026,example,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
1027,examples,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1028,exams,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1029,except,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1030,excessively,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1031,exchanged,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1032,excited,0.0,0.023485440821044458,4,11,0.4666666666666667,0.03388232900561128
1033,exciting,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1034,excuse,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1035,excuses,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1036,executive,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1037,exercise,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1038,exercising,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1039,exhausted,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1040,exhausting,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1041,exist,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1042,existence,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1043,existential,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1044,existing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1045,exitement,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1046,exorciststyle,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1047,expect,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1048,expectations,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1049,expecting,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
1050,expects,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1051,expensive,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1052,experience,0.0,0.01623735334965299,9,2,0.6363636363636364,0.023425549154705516
1053,experienced,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
1054,experiences,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1055,experiencing,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1056,explain,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1057,explained,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1058,explains,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1059,exposed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1060,extinction,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1061,extra,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1062,extreme,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1063,extremely,0.0,0.022098560129505174,14,1,0.8666666666666667,0.031881483109622355
1064,eyes,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
1065,face,0.0,0.009109611790765929,3,3,0.0,0.013142391754961014
1066,facebook,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1067,faced,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1068,faces,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1069,facial,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1070,fact,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
1071,factories,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1072,factory,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1073,fade,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1074,faded,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1075,faggot,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1076,failed,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1077,failure,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1078,fair,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1079,fairly,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1080,faith,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1081,fake,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1082,faking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1083,fall,0.0,0.011853685370655224,6,2,0.5,0.017101253100502256
1084,falling,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1085,family,0.0,0.04379434469245476,16,13,0.10344827586206896,0.06318188390678581
1086,familyfriend,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1087,familys,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1088,fan,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1089,fantastic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1090,fantasy,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1091,far,0.0,0.012146203799609845,4,4,0.0,0.017523267987323288
1092,fares,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1093,fast,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1094,faster,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1095,fat,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1096,fatass,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1097,father,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1098,fatigue,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1099,fatigued,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1100,fault,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1101,fave,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1102,favorite,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1103,favourite,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1104,fb,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1105,fear,0.0,0.01027523787415664,6,1,0.7142857142857143,0.014824034724999713
1106,fed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1107,feel,0.0,0.14307240570528318,70,23,0.5053763440860215,0.2064098501990651
1108,feeling,0.0,0.041901460882840906,19,9,0.35714285714285715,0.060451029821676605
1109,feelings,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
1110,feels,0.0,0.02084108947520611,10,4,0.42857142857142855,0.030067336432602065
1111,feet,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1112,fell,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1113,fellow,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1114,felt,0.0,0.020959665888776798,9,5,0.2857142857142857,0.030238406036427246
1115,female,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1116,feminist,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1117,few,0.16220435454197016,0.06153610491190962,31,10,0.5121951219512195,0.08877783339203438
1118,fianc,0.0,0.008063632832409256,0,5,1.0,0.01163336309886609
1119,fiance,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1120,fibromyalgia,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1121,fifty,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1122,fight,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1123,fighting,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1124,figure,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1125,figured,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1126,fill,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1127,film,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
1128,films,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1129,final,0.0,0.007860159198602208,1,4,0.6,0.01133981269642037
1130,finally,0.0,0.06397380908072403,9,31,0.55,0.09229469710753702
1131,finaly,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1132,finances,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1133,financial,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1134,financing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1135,find,0.0,0.019183203054171614,11,2,0.6923076923076923,0.027675511914618367
1136,finding,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1137,fine,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1138,fingers,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1139,finished,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1140,finnaly,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1141,fire,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1142,fired,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
1143,firing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1144,firm,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1145,first,0.15890241142231362,0.06929330757330576,13,31,0.4090909090909091,0.09996911120280172
1146,fish,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1147,fist,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1148,fit,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1149,five,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1150,fix,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1151,fixed,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1152,fixes,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1153,flashbacks,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1154,flashing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1155,flaws,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1156,flight,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1157,flippin,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1158,flower,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1159,flowers,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1160,fluctuating,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1161,flutter,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1162,fly,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1163,flying,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1164,focus,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1165,focused,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1166,fog,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1167,follow,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1168,followed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1169,followers,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1170,following,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1171,follows,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1172,food,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1173,football,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
1174,for,0.17843620288231626,0.29502856424500845,121,71,0.2604166666666667,0.42563624655686416
1175,force,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
1176,forced,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
1177,forearm,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
1178,forearms,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1179,forest,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1180,forever,0.0,0.007676088074605134,2,3,0.2,0.011074254198659483
1181,forget,0.0,0.006073047396477765,2,2,0.0,0.008761555361981754
1182,forgetting,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1183,forgive,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1184,forgot,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1185,form,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1186,former,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1187,forms,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1188,forums,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1189,forward,0.0,0.0092843714662038,2,4,0.3333333333333333,0.013394516672062706
1190,fought,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
1191,found,0.0,0.02125614925722892,7,7,0.0,0.030666141121798773
1192,four,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
1193,fp,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
1194,fragile,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
1195,frame,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1196,freaked,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1197,freaky,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
1198,free,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
1199,freeway,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
