,feature,tfidf,mi_value,df_dep,df_nonDep,cpd,ig_value
180,arms,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
181,around,0.19537781890766365,0.029705214071195495,16,4,0.6,0.04285556502905774
182,arrangement,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
183,arrows,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
184,art,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
185,articles,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
186,artificial,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
187,artist,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
188,as,0.0,0.09396879275717508,47,15,0.5161290322580645,0.1355683113090984
189,ashamed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
190,ask,0.0,0.010401701669030471,5,2,0.42857142857142855,0.01500648341471611
191,asked,0.0,0.012146203799609845,4,4,0.0,0.017523267987323288
192,asking,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
193,asleep,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
194,aslo,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
195,asocial,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
196,aspect,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
197,aspects,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
198,aspergers,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
199,aspirations,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
200,assault,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
201,assaulted,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
202,assaulting,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
203,assaults,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
204,assessment,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
205,asshole,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
206,associated,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
207,assume,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
208,assuming,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
209,at,0.0,0.15457742616911443,72,29,0.42574257425742573,0.22300808616756085
210,ate,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
211,ativan,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
212,atleast,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
213,atm,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
214,atmosphere,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
215,attached,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
216,attachment,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
217,attack,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
218,attacked,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
219,attacking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
220,attacks,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
221,attempt,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
222,attempted,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
223,attemptedhappened,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
224,attempts,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
225,attend,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
226,attendance,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
227,attending,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
228,attention,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
229,attitude,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
230,auction,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
231,audience,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
232,auditory,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
233,aunts,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
234,australia,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
235,australian,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
236,automatic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
237,autonomy,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
238,averaging,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
239,avoid,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
240,avoiding,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
241,awake,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
242,aware,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
243,away,0.0,0.028135879940401794,17,2,0.7894736842105263,0.04059149446106425
244,awesome,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
245,awful,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
246,awhile,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
247,awkward,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
248,babble,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
249,baby,0.0,0.012731415050296607,1,7,0.75,0.01836754935656104
250,back,0.0,0.063076667987765,32,10,0.5238095238095238,0.0910003961017467
251,background,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
252,bad,0.0,0.054661612071511614,35,1,0.9444444444444444,0.07886003666256469
253,badly,0.0,0.007240221295494479,5,0,1.0,0.010445431357948065
254,bae,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
255,bag,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
256,balanced,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
257,ball,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
258,balloon,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
259,balls,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
260,band,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
261,bands,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
262,bang,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
263,bappy,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
264,barely,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
265,barnes,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
266,barriers,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
267,basic,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
268,basically,0.0,0.013114860983205792,9,0,1.0,0.018920744902417463
269,basis,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
270,bat,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
271,bath,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
272,bathroom,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
273,batman,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
274,battle,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
275,bc,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
276,be,0.0,0.17336766210273347,75,39,0.3157894736842105,0.25011666636612706
277,beach,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
278,beat,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
279,beautiful,0.0,0.012731415050296607,1,7,0.75,0.01836754935656104
280,became,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
281,because,0.0,0.1238110635875134,65,15,0.625,0.17862160744489308
282,become,0.0,0.007511412231205749,3,2,0.2,0.010836677176032872
283,becomes,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
284,becoming,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
285,bed,0.0,0.020564448786076904,14,0,1.0,0.0296682282822871
286,bee,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
287,beekeeper,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
288,been,0.1211674788113444,0.1484629883667076,64,34,0.30612244897959184,0.21418681707220355
289,beepy,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
290,before,0.0,0.03731746607564903,18,7,0.44,0.05383772324588054
291,beforehand,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
292,beforeor,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
293,began,0.0,0.010168238507650454,7,0,1.0,0.014669667269562425
294,begin,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
295,beginning,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
296,behavioral,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
297,behaviors,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
298,behaviour,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
299,behind,0.0,0.007366125204724907,4,1,0.6,0.010627072303423746
300,being,0.0,0.06606806652176647,29,15,0.3181818181818182,0.09531607193207436
301,beliefs,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
302,believe,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
303,believed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
304,believes,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
305,believing,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
306,belly,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
307,belong,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
308,below,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
309,benefit,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
310,bernie,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
311,best,0.0,0.027708650689466707,7,11,0.2222222222222222,0.03997513293941757
312,betrayed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
313,better,0.0,0.042085112976262495,17,11,0.21428571428571427,0.060715983786104655
314,between,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
315,beverly,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
316,bid,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
317,big,0.0,0.020445542049384972,3,10,0.5384615384615384,0.02949668212293366
318,bigger,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
319,biggest,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
320,bike,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
321,bikinis,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
322,bipolar,0.0,0.005783113843806052,4,0,1.0,0.008343269663354747
323,bippy,0.0,0.0032097319616439975,0,2,1.0,0.004630664383645566
324,bird,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
325,birth,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
326,birthday,0.0,0.011102312798384919,1,6,0.7142857142857143,0.01601725161662715
327,bit,0.0,0.017707917033761802,10,2,0.6666666666666666,0.025547124089080442
328,black,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
329,blacking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
330,blade,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
331,blaming,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
332,blanket,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
333,bleed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
334,bleeding,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
335,blend,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
336,blessed,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
337,blew,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
338,blind,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
339,blinded,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
340,blocked,0.0,0.004475213862199281,2,1,0.3333333333333333,0.006456368845912053
341,blocking,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
342,blood,0.0,0.0088183915378462,5,1,0.6666666666666666,0.012722249740267366
343,blue,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
344,board,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
345,body,0.0,0.016080335720380257,11,0,1.0,0.02319902059962109
346,bogo,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
347,bojack,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
348,bonding,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
349,bone,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
350,bones,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
351,bonus,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
352,book,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
353,booked,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
354,books,0.0,0.004639163578554617,1,2,0.3333333333333333,0.0066928982886529376
355,bookworm,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
356,boom,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
357,boost,0.0,0.004822422863544671,0,3,1.0,0.006957285550304726
358,boots,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
359,border,0.0,0.003036510252257249,1,1,0.0,0.004380758282538699
360,borderline,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
361,boring,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
362,born,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
363,boss,0.0,0.005918409128681631,3,1,0.5,0.008538459499900175
364,bosses,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
365,both,0.0,0.01477148074788404,8,2,0.6,0.021310742021558804
366,bother,0.0,0.008701919484577523,6,0,1.0,0.012554216086614667
367,bothered,0.0,0.0028825522775071215,2,0,1.0,0.004158643875861512
368,bothering,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
369,bothers,0.0,0.004330567336008411,3,0,1.0,0.006247688019894171
370,bothersome,0.0,0.0014390394685112103,1,0,1.0,0.002076095104863729
371,bots,0.0,0.0016022694362928056,0,1,1.0,0.0023115861699068985
